user_id,precision_at_k,recall_at_k,f1_at_k,ndcg_at_k,hit_rate_at_k,average_precision,intra_list_similarity,gini_index,num_recommendations,num_relevant
301,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.44373757,0.14673080868032445,10,1
302,0.0,0.0,0.0,0.0,0.0,0.0,0.42021638,0.36243337258394115,10,0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.42864722,0.2951366366833357,10,0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.4926346,0.3493881627453512,10,0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.41046253,0.2550625744008119,10,0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.38614896,0.3711827421487667,10,0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.35842717,0.1733951922749803,10,0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.3708462,0.18099139355807026,10,0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.38986087,0.26496204722149697,10,0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.38635066,0.315532738749711,10,0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.41955525,0.3012283020746933,10,0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.40478975,0.13098544136988935,10,0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.3854325,0.2825433081302144,10,0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.40058175,0.33686717363853,10,0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.38257653,0.1569770206453903,10,0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.4556428,0.18167279068168157,10,0
317,0.0,0.0,0.0,0.0,0.0,0.0,0.39309227,0.14927570654923752,10,0
318,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.36145318,0.19492945893956168,10,1
319,0.0,0.0,0.0,0.0,0.0,0.0,0.3577077,0.2523130846300532,10,0
320,0.0,0.0,0.0,0.0,0.0,0.0,0.35892308,0.12264512701948309,10,0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.39097834,0.32543889615936183,10,0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.38718224,0.3137433704227431,10,0
323,0.0,0.0,0.0,0.0,0.0,0.0,0.3884949,0.2528303275007719,10,0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.35726428,0.42824211707491494,10,0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.3691857,0.17032126081286486,10,0
326,0.0,0.0,0.0,0.0,0.0,0.0,0.39623472,0.24548120177315447,10,0
327,0.0,0.0,0.0,0.0,0.0,0.0,0.38480368,0.18007456902653232,10,0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.41580093,0.2442172291445864,10,0
329,0.0,0.0,0.0,0.0,0.0,0.0,0.40774545,0.245979169564127,10,0
330,0.0,0.0,0.0,0.0,0.0,0.0,0.38137716,0.2852151520889807,10,0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.41753727,0.20832686819757865,10,0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.4054771,0.2150052925425495,10,0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.38217884,0.19096035382576898,10,0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.40492493,0.2210126138022261,10,0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.409321,0.2073121496083214,10,0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.41620827,0.22153919363272861,10,0
337,0.0,0.0,0.0,0.0,0.0,0.0,0.44688186,0.15165504738731456,10,0
338,0.1,1.0,0.18181818181818182,0.6309297535714575,1.0,0.5,0.3756498,0.18582355063786107,10,1
339,0.0,0.0,0.0,0.0,0.0,0.0,0.36511,0.12387745480545753,10,0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.39589372,0.24604097552535703,10,0
341,0.0,0.0,0.0,0.0,0.0,0.0,0.40415928,0.230404657544117,10,0
342,0.0,0.0,0.0,0.0,0.0,0.0,0.4779527,0.2933820572799421,10,0
343,0.0,0.0,0.0,0.0,0.0,0.0,0.4583466,0.21307448780062188,10,0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.3716709,0.32262885661587537,10,0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.39369974,0.3316509421263262,10,0
346,0.0,0.0,0.0,0.0,0.0,0.0,0.40809524,0.25428345628020566,10,0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.38632482,0.15170578790073214,10,0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.34307587,0.23502265443494413,10,0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.41391873,0.1742844038476795,10,0
350,0.0,0.0,0.0,0.0,0.0,0.0,0.46179768,0.4777099828814098,10,0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.40330908,0.2830654706463672,10,0
352,0.0,0.0,0.0,0.0,0.0,0.0,0.3963049,0.18785870260229806,10,0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.41263834,0.441167101492027,10,0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.38749743,0.3870729231992199,10,0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.37672374,0.3444621043186496,10,0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.4431316,0.13069089122112149,10,0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.4233484,0.19286225975370694,10,0
358,0.0,0.0,0.0,0.0,0.0,0.0,0.39014664,0.17640762509505503,10,0
359,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.37098765,0.4554428644627498,10,1
360,0.0,0.0,0.0,0.0,0.0,0.0,0.4061,0.14376901593886088,10,0
361,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.35965484,0.20620457645913942,10,1
362,0.0,0.0,0.0,0.0,0.0,0.0,0.40400746,0.3578568066370371,10,0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.3877352,0.19599246381295182,10,0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.3646485,0.30524010714788863,10,0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.45032257,0.13281842548645387,10,0
366,0.0,0.0,0.0,0.0,0.0,0.0,0.5321441,0.16686140399479896,10,0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.37710008,0.25040159470341283,10,0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.3778662,0.22225714456500825,10,0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.44858342,0.22641850375346467,10,0
370,0.0,0.0,0.0,0.0,0.0,0.0,0.42277092,0.39109169479458716,10,0
371,0.0,0.0,0.0,0.0,0.0,0.0,0.38030002,0.1852342098283568,10,0
372,0.0,0.0,0.0,0.0,0.0,0.0,0.3981309,0.27925279526092783,10,0
373,0.0,0.0,0.0,0.0,0.0,0.0,0.4472301,0.5717975763242439,10,0
374,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.4466171,0.43861432494246966,10,1
375,0.0,0.0,0.0,0.0,0.0,0.0,0.41118076,0.2360310950404994,10,0
376,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.35569543,0.4831693761185278,10,1
377,0.0,0.0,0.0,0.0,0.0,0.0,0.3896804,0.2685790875200942,10,0
378,0.0,0.0,0.0,0.0,0.0,0.0,0.4283341,0.35219791844884585,10,0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.44178528,0.23789492978049315,10,0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.42128593,0.21856347846709098,10,0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.445214,0.21808645705992405,10,0
382,0.0,0.0,0.0,0.0,0.0,0.0,0.40901336,0.07165146457710847,10,0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.38048998,0.286477537297719,10,0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.5083481,0.48834041549687346,10,0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.44699967,0.19733370340650147,10,0
386,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.3972129,0.2468882775544543,10,1
387,0.0,0.0,0.0,0.0,0.0,0.0,0.39767906,0.19368941934942718,10,0
388,0.1,1.0,0.18181818181818182,0.31546487678572877,1.0,0.125,0.4009488,0.38182291155812137,10,1
389,0.0,0.0,0.0,0.0,0.0,0.0,0.40942773,0.20154415143253263,10,0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.3830765,0.14321129505630079,10,0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.41266614,0.19312864157118934,10,0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.37853333,0.28155647229191383,10,0
393,0.0,0.0,0.0,0.0,0.0,0.0,0.35299024,0.2604912093519827,10,0
394,0.0,0.0,0.0,0.0,0.0,0.0,0.45972505,0.22489343396297964,10,0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.39625397,0.17808530487380683,10,0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.4083545,0.29064435398123756,10,0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.39515817,0.2041010536406418,10,0
398,0.0,0.0,0.0,0.0,0.0,0.0,0.46592078,0.19996352010502533,10,0
399,0.0,0.0,0.0,0.0,0.0,0.0,0.39427504,0.20587884907469825,10,0
400,0.0,0.0,0.0,0.0,0.0,0.0,0.4014496,0.3205800989136714,10,0
401,0.0,0.0,0.0,0.0,0.0,0.0,0.41381845,0.2624165563707271,10,0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.3990559,0.13327616014705973,10,0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.3573167,0.3000192113039325,10,0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.37133127,0.2916313088996468,10,0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.36577955,0.19538329186695585,10,0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.41005787,0.19716243110351428,10,0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.4753725,0.33832946799197733,10,0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.37306222,0.1900831340863153,10,0
409,0.0,0.0,0.0,0.0,0.0,0.0,0.42098105,0.1059037368754117,10,0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.41921315,0.18083509517840834,10,0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.38488558,0.23411225567943247,10,0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.39652115,0.2120483340914081,10,0
413,0.0,0.0,0.0,0.0,0.0,0.0,0.45858473,0.1949057904510374,10,0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.44926304,0.21733788485127087,10,0
415,0.0,0.0,0.0,0.0,0.0,0.0,0.38577664,0.056714240648538986,10,0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.42590874,0.32725843410524547,10,0
417,0.0,0.0,0.0,0.0,0.0,0.0,0.4962824,0.2957258821442643,10,0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.4888722,0.29741588984194356,10,0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.39353192,0.31027449192377254,10,0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.36413476,0.20911422584825895,10,0
421,0.0,0.0,0.0,0.0,0.0,0.0,0.44060615,0.15955793867567927,10,0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.40320137,0.2237870442628253,10,0
423,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.37276238,0.635511701378881,10,1
424,0.0,0.0,0.0,0.0,0.0,0.0,0.38314888,0.30695809169180766,10,0
425,0.0,0.0,0.0,0.0,0.0,0.0,0.41556767,0.3822107241526777,10,0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.41426757,0.1916549713954005,10,0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.4128532,0.4790359128905345,10,0
428,0.0,0.0,0.0,0.0,0.0,0.0,0.44747373,0.23395739760663278,10,0
429,0.0,0.0,0.0,0.0,0.0,0.0,0.3848968,0.2167725772474462,10,0
430,0.0,0.0,0.0,0.0,0.0,0.0,0.41251153,0.27914801120965615,10,0
431,0.0,0.0,0.0,0.0,0.0,0.0,0.4173695,0.3425326620897212,10,0
432,0.0,0.0,0.0,0.0,0.0,0.0,0.43553004,0.163088525477332,10,0
433,0.0,0.0,0.0,0.0,0.0,0.0,0.4455978,0.2790394092737669,10,0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.3897386,0.14561305964104196,10,0
435,0.0,0.0,0.0,0.0,0.0,0.0,0.4043746,0.236672237856059,10,0
436,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.42664745,0.14981583017601227,10,1
437,0.0,0.0,0.0,0.0,0.0,0.0,0.41414794,0.24845582446193273,10,0
438,0.0,0.0,0.0,0.0,0.0,0.0,0.39610654,0.24702893241933843,10,0
439,0.0,0.0,0.0,0.0,0.0,0.0,0.39426455,0.4834220027634027,10,0
440,0.0,0.0,0.0,0.0,0.0,0.0,0.41077682,0.29360081418794853,10,0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.4404433,0.18764802599675168,10,0
442,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.14285714285714285,0.38485497,0.32834959022303895,10,1
443,0.0,0.0,0.0,0.0,0.0,0.0,0.4176902,0.3698549014071597,10,0
444,0.0,0.0,0.0,0.0,0.0,0.0,0.36496642,0.31575102556698936,10,0
445,0.0,0.0,0.0,0.0,0.0,0.0,0.45611545,0.24539172328292375,10,0
446,0.0,0.0,0.0,0.0,0.0,0.0,0.38983393,0.17547330262778846,10,0
447,0.0,0.0,0.0,0.0,0.0,0.0,0.4601095,0.32420545293393727,10,0
448,0.0,0.0,0.0,0.0,0.0,0.0,0.37744504,0.21762727220794992,10,0
449,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.4524985,0.2614014895224221,10,1
450,0.0,0.0,0.0,0.0,0.0,0.0,0.4013816,0.10618043182868533,10,0
451,0.0,0.0,0.0,0.0,0.0,0.0,0.4129259,0.23940247947372484,10,0
452,0.0,0.0,0.0,0.0,0.0,0.0,0.4021283,0.157243503780653,10,0
453,0.0,0.0,0.0,0.0,0.0,0.0,0.36999744,0.30261808079741065,10,0
454,0.0,0.0,0.0,0.0,0.0,0.0,0.37824318,0.09635926095646781,10,0
455,0.0,0.0,0.0,0.0,0.0,0.0,0.39710426,0.1815231060756945,10,0
456,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.16666666666666666,0.5014717,0.3513392231344702,10,1
457,0.0,0.0,0.0,0.0,0.0,0.0,0.48023695,0.3498351702646902,10,0
458,0.0,0.0,0.0,0.0,0.0,0.0,0.39458576,0.25511812427175223,10,0
459,0.0,0.0,0.0,0.0,0.0,0.0,0.37583742,0.449727447567766,10,0
460,0.0,0.0,0.0,0.0,0.0,0.0,0.42242977,0.1753381959968081,10,0
461,0.0,0.0,0.0,0.0,0.0,0.0,0.41402298,0.41923857276148757,10,0
462,0.0,0.0,0.0,0.0,0.0,0.0,0.40316036,0.13640868549502905,10,0
463,0.0,0.0,0.0,0.0,0.0,0.0,0.4087617,0.35664496011583935,10,0
464,0.0,0.0,0.0,0.0,0.0,0.0,0.37671763,0.3082458532140147,10,0
465,0.0,0.0,0.0,0.0,0.0,0.0,0.3796512,0.20820343873999364,10,0
466,0.0,0.0,0.0,0.0,0.0,0.0,0.4101205,0.1636371536553934,10,0
467,0.0,0.0,0.0,0.0,0.0,0.0,0.39900035,0.20282199086842745,10,0
468,0.0,0.0,0.0,0.0,0.0,0.0,0.3906833,0.5487499987373508,10,0
469,0.0,0.0,0.0,0.0,0.0,0.0,0.4235846,0.21375036840297756,10,0
470,0.0,0.0,0.0,0.0,0.0,0.0,0.46414465,0.10023934709705724,10,0
471,0.0,0.0,0.0,0.0,0.0,0.0,0.4373472,0.24360226070919228,10,0
472,0.0,0.0,0.0,0.0,0.0,0.0,0.4139821,0.2814633132252002,10,0
473,0.0,0.0,0.0,0.0,0.0,0.0,0.43564758,0.24506931983869223,10,0
474,0.0,0.0,0.0,0.0,0.0,0.0,0.3693964,0.2263299478234316,10,0
475,0.0,0.0,0.0,0.0,0.0,0.0,0.43963933,0.35217100108537025,10,0
476,0.0,0.0,0.0,0.0,0.0,0.0,0.38440174,0.18551553497563394,10,0
477,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.3968519,0.29314523956098315,10,1
478,0.0,0.0,0.0,0.0,0.0,0.0,0.36558565,0.26585319005043806,10,0
479,0.0,0.0,0.0,0.0,0.0,0.0,0.46840665,0.2565465576335278,10,0
480,0.0,0.0,0.0,0.0,0.0,0.0,0.38099542,0.28725134239947286,10,0
481,0.0,0.0,0.0,0.0,0.0,0.0,0.40324646,0.13434185032273635,10,0
482,0.0,0.0,0.0,0.0,0.0,0.0,0.4365934,0.17432922183195476,10,0
483,0.0,0.0,0.0,0.0,0.0,0.0,0.38827124,0.1825613049872617,10,0
484,0.0,0.0,0.0,0.0,0.0,0.0,0.3707244,0.15988706124848306,10,0
485,0.0,0.0,0.0,0.0,0.0,0.0,0.41358274,0.12864608425486423,10,0
486,0.0,0.0,0.0,0.0,0.0,0.0,0.39280513,0.4488549329706933,10,0
487,0.0,0.0,0.0,0.0,0.0,0.0,0.38819873,0.10997473054538531,10,0
488,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.16666666666666666,0.48496357,0.36774880957268674,10,1
489,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.3875476,0.5175689726199137,10,1
490,0.0,0.0,0.0,0.0,0.0,0.0,0.447779,0.24103367868138398,10,0
491,0.0,0.0,0.0,0.0,0.0,0.0,0.38992321,0.25266062621838115,10,0
492,0.0,0.0,0.0,0.0,0.0,0.0,0.34479907,0.23934920926915507,10,0
493,0.0,0.0,0.0,0.0,0.0,0.0,0.4021205,0.15403937562786255,10,0
494,0.0,0.0,0.0,0.0,0.0,0.0,0.424957,0.32758345064740846,10,0
495,0.0,0.0,0.0,0.0,0.0,0.0,0.39067727,0.2018973550632575,10,0
496,0.0,0.0,0.0,0.0,0.0,0.0,0.3702153,0.3301290925133283,10,0
497,0.0,0.0,0.0,0.0,0.0,0.0,0.39967042,0.4027267463978528,10,0
498,0.0,0.0,0.0,0.0,0.0,0.0,0.37589353,0.2209024492666188,10,0
499,0.0,0.0,0.0,0.0,0.0,0.0,0.40823436,0.41054015975513547,10,0
500,0.0,0.0,0.0,0.0,0.0,0.0,0.3529136,0.24754721558638176,10,0
501,0.0,0.0,0.0,0.0,0.0,0.0,0.45720214,0.23378076527338348,10,0
502,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.38951284,0.19025231974743004,10,1
503,0.0,0.0,0.0,0.0,0.0,0.0,0.52206117,0.4653562413143507,10,0
504,0.0,0.0,0.0,0.0,0.0,0.0,0.44796643,0.3052488253475669,10,0
505,0.0,0.0,0.0,0.0,0.0,0.0,0.42507774,0.2166278874291409,10,0
506,0.0,0.0,0.0,0.0,0.0,0.0,0.3671433,0.2480082708740774,10,0
507,0.0,0.0,0.0,0.0,0.0,0.0,0.37948337,0.3639029667790779,10,0
508,0.0,0.0,0.0,0.0,0.0,0.0,0.38462648,0.25687582985837326,10,0
509,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.4183202,0.1450353506447694,10,1
510,0.0,0.0,0.0,0.0,0.0,0.0,0.4560094,0.282199945798129,10,0
511,0.0,0.0,0.0,0.0,0.0,0.0,0.3641465,0.289852819570984,10,0
512,0.0,0.0,0.0,0.0,0.0,0.0,0.39981428,0.23113798947756478,10,0
513,0.0,0.0,0.0,0.0,0.0,0.0,0.41699097,0.30813030318501583,10,0
514,0.0,0.0,0.0,0.0,0.0,0.0,0.43745515,0.2946134057349875,10,0
515,0.0,0.0,0.0,0.0,0.0,0.0,0.39436018,0.2176664122068445,10,0
516,0.0,0.0,0.0,0.0,0.0,0.0,0.4030605,0.5451174653394613,10,0
517,0.0,0.0,0.0,0.0,0.0,0.0,0.38908306,0.11955508972311737,10,0
518,0.0,0.0,0.0,0.0,0.0,0.0,0.37249202,0.2692311042427498,10,0
519,0.0,0.0,0.0,0.0,0.0,0.0,0.41179198,0.2569274891825225,10,0
520,0.0,0.0,0.0,0.0,0.0,0.0,0.46086332,0.23719199866682122,10,0
521,0.0,0.0,0.0,0.0,0.0,0.0,0.40051734,0.28271070246155927,10,0
522,0.0,0.0,0.0,0.0,0.0,0.0,0.48726404,0.3369116772780969,10,0
523,0.0,0.0,0.0,0.0,0.0,0.0,0.46471152,0.07908444075574028,10,0
524,0.0,0.0,0.0,0.0,0.0,0.0,0.38270184,0.2169318056101588,10,0
525,0.0,0.0,0.0,0.0,0.0,0.0,0.3580184,0.11825023880539227,10,0
526,0.0,0.0,0.0,0.0,0.0,0.0,0.4842896,0.3248784503151401,10,0
527,0.0,0.0,0.0,0.0,0.0,0.0,0.39702097,0.17487908800684354,10,0
528,0.0,0.0,0.0,0.0,0.0,0.0,0.38882557,0.19395782457675903,10,0
529,0.0,0.0,0.0,0.0,0.0,0.0,0.43994963,0.28451194099768246,10,0
530,0.0,0.0,0.0,0.0,0.0,0.0,0.31091645,0.1177170499690332,10,0
531,0.0,0.0,0.0,0.0,0.0,0.0,0.39339766,0.19550153380473317,10,0
532,0.0,0.0,0.0,0.0,0.0,0.0,0.45081753,0.3292413802109423,10,0
533,0.0,0.0,0.0,0.0,0.0,0.0,0.39415538,0.38838728890790886,10,0
534,0.0,0.0,0.0,0.0,0.0,0.0,0.41498023,0.44899917312399423,10,0
535,0.0,0.0,0.0,0.0,0.0,0.0,0.37343436,0.3044208072609549,10,0
536,0.0,0.0,0.0,0.0,0.0,0.0,0.39319593,0.26254208778445953,10,0
537,0.0,0.0,0.0,0.0,0.0,0.0,0.3803538,0.281013403596525,10,0
538,0.0,0.0,0.0,0.0,0.0,0.0,0.417873,0.3111760209868222,10,0
539,0.0,0.0,0.0,0.0,0.0,0.0,0.48574308,0.43774452543377124,10,0
540,0.0,0.0,0.0,0.0,0.0,0.0,0.4286159,0.24887487051356202,10,0
541,0.0,0.0,0.0,0.0,0.0,0.0,0.39742115,0.15853650684775572,10,0
542,0.0,0.0,0.0,0.0,0.0,0.0,0.3778505,0.2178414198614842,10,0
543,0.0,0.0,0.0,0.0,0.0,0.0,0.4066307,0.17423205094269764,10,0
544,0.0,0.0,0.0,0.0,0.0,0.0,0.38163188,0.14850342833209193,10,0
545,0.0,0.0,0.0,0.0,0.0,0.0,0.3724251,0.3089257003923147,10,0
546,0.0,0.0,0.0,0.0,0.0,0.0,0.38138005,0.3742603487129529,10,0
547,0.0,0.0,0.0,0.0,0.0,0.0,0.44353044,0.23940922245177026,10,0
548,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.14285714285714285,0.46180978,0.1437655040710558,10,1
549,0.0,0.0,0.0,0.0,0.0,0.0,0.3783471,0.21499725318358323,10,0
550,0.0,0.0,0.0,0.0,0.0,0.0,0.38508424,0.2258018934240889,10,0
551,0.0,0.0,0.0,0.0,0.0,0.0,0.48111686,0.20308893560747734,10,0
552,0.0,0.0,0.0,0.0,0.0,0.0,0.3736938,0.17760384417586117,10,0
553,0.0,0.0,0.0,0.0,0.0,0.0,0.46056032,0.10561039762127411,10,0
554,0.0,0.0,0.0,0.0,0.0,0.0,0.39557576,0.417641662358441,10,0
555,0.1,1.0,0.18181818181818182,0.31546487678572877,1.0,0.125,0.48966938,0.3198006960380172,10,1
556,0.0,0.0,0.0,0.0,0.0,0.0,0.41526452,0.28825481964488553,10,0
557,0.0,0.0,0.0,0.0,0.0,0.0,0.47586682,0.3470376499421648,10,0
558,0.0,0.0,0.0,0.0,0.0,0.0,0.39497134,0.20380707846226845,10,0
559,0.0,0.0,0.0,0.0,0.0,0.0,0.39653286,0.2344107159822711,10,0
560,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.40634775,0.4589940228509161,10,1
561,0.0,0.0,0.0,0.0,0.0,0.0,0.37120807,0.1803210897660435,10,0
562,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.40375993,0.3971721548372543,10,1
563,0.0,0.0,0.0,0.0,0.0,0.0,0.39923498,0.12236023012027405,10,0
564,0.0,0.0,0.0,0.0,0.0,0.0,0.3910156,0.1854997369198692,10,0
565,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.36917365,0.22445990296742818,10,1
566,0.0,0.0,0.0,0.0,0.0,0.0,0.4430021,0.3043728919491202,10,0
567,0.0,0.0,0.0,0.0,0.0,0.0,0.373661,0.35098103598315245,10,0
568,0.0,0.0,0.0,0.0,0.0,0.0,0.50317425,0.12646586737804827,10,0
569,0.0,0.0,0.0,0.0,0.0,0.0,0.4292424,0.10803337778288072,10,0
570,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.39701742,0.23052434522095702,10,1
571,0.0,0.0,0.0,0.0,0.0,0.0,0.47800314,0.27279494903780555,10,0
572,0.0,0.0,0.0,0.0,0.0,0.0,0.42940602,0.2466277888421306,10,0
573,0.0,0.0,0.0,0.0,0.0,0.0,0.41476843,0.31541828555809,10,0
574,0.0,0.0,0.0,0.0,0.0,0.0,0.37285373,0.31742787747740053,10,0
575,0.0,0.0,0.0,0.0,0.0,0.0,0.45374742,0.35249532636036707,10,0
576,0.0,0.0,0.0,0.0,0.0,0.0,0.4204311,0.19238527110132483,10,0
577,0.0,0.0,0.0,0.0,0.0,0.0,0.45819917,0.18930169340089992,10,0
578,0.0,0.0,0.0,0.0,0.0,0.0,0.37954703,0.4160935109548906,10,0
579,0.0,0.0,0.0,0.0,0.0,0.0,0.38012838,0.23710387122761958,10,0
580,0.1,1.0,0.18181818181818182,0.38685280723454163,1.0,0.2,0.42833188,0.2649406121019068,10,1
581,0.0,0.0,0.0,0.0,0.0,0.0,0.44220504,0.14122406170938984,10,0
582,0.0,0.0,0.0,0.0,0.0,0.0,0.40000004,0.3508739541837058,10,0
583,0.1,1.0,0.18181818181818182,0.6309297535714575,1.0,0.5,0.3979208,0.13221978521575667,10,1
584,0.0,0.0,0.0,0.0,0.0,0.0,0.3850156,0.24443543132239293,10,0
585,0.0,0.0,0.0,0.0,0.0,0.0,0.397047,0.17505790993492135,10,0
586,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.4022096,0.32205451108418687,10,1
587,0.0,0.0,0.0,0.0,0.0,0.0,0.36596778,0.24661673027572348,10,0
588,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.37041816,0.13639395722028738,10,1
589,0.0,0.0,0.0,0.0,0.0,0.0,0.4080364,0.1793285377538197,10,0
590,0.1,1.0,0.18181818181818182,0.3010299956639812,1.0,0.1111111111111111,0.34937555,0.15142467664539652,10,1
591,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.45681238,0.2347729093680469,10,1
592,0.0,0.0,0.0,0.0,0.0,0.0,0.45219395,0.21332759248216088,10,0
593,0.0,0.0,0.0,0.0,0.0,0.0,0.3858506,0.17835716404000995,10,0
594,0.0,0.0,0.0,0.0,0.0,0.0,0.4011129,0.1916147503856463,10,0
595,0.0,0.0,0.0,0.0,0.0,0.0,0.48341128,0.18364145299986276,10,0
596,0.0,0.0,0.0,0.0,0.0,0.0,0.3706156,0.27135817523357203,10,0
597,0.0,0.0,0.0,0.0,0.0,0.0,0.38273185,0.43819898791313683,10,0
598,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.4354704,0.2518929643408173,10,1
599,0.0,0.0,0.0,0.0,0.0,0.0,0.37174416,0.1409096039325723,10,0
600,0.0,0.0,0.0,0.0,0.0,0.0,0.37724906,0.1504338435133093,10,0
601,0.0,0.0,0.0,0.0,0.0,0.0,0.41610396,0.1909747221215854,10,0
602,0.0,0.0,0.0,0.0,0.0,0.0,0.4343063,0.29655048112984606,10,0
603,0.0,0.0,0.0,0.0,0.0,0.0,0.44835624,0.18048161520198286,10,0
