1::George Lucas::420
3016::Burtt Harris::1119|3068|3384
3017::Samm-Art Williams::3683
3019::Olympia Dukakis::52|62|171|360|1593|2245|3072|3430|3586|3828|3844
3021::Terri Perri::3707
3026::Rob Reiner::275|348|539|603|830|1288|1313|1810|2109|2567|2829|2961|3499
3027::Stephen King::742|2119|2513|3016|3017|3709|3805
3033::Wil Wheaton::129|1259|1702|2139|2693
3034::Corey Feldman::368|842|1033|1259|1977|1978|1979|1980|2003|2005|2072|3043|3208|3438|3440|3463
3035::Jerry O'Connell::430|829|1259|1393|1717|1895|2979|3354
3036::John Cusack::100|348|518|1171|1179|1257|1259|1500|1552|1688|1711|2077|2144|2241|2242|2248|2261|2289|2427|2598|2997|3481|3495
3037::Richard Dreyfuss::11|62|415|661|1243|1247|1259|1313|1387|1395|1404|1855|3244|3363|3471|3809|3848|3884
3038::Gary Riley::662|1259|1270|2077|2463
3039::Bradley Gregg::1259|1291|1355|1970|3108
3040::Jason Oliver::1259
3041::Marshall Bell::81|288|413|512|688|1259|1523|1676|1969|2448|2616|2916|3342|3505|3518|3841
3042::Bruce Kirby::499|1259|2458|3396
3043::William Bronder::1259|3512
3044::Scott Beach::260|460|500|1231|1259|3363
3051::Toni Collette::342|612|705|1875|2337|2762|3626|3744
3052::Rachel Griffiths::342|705|1056|1516|1569|1793|2442|2569|2697
3053::Sophie Lee::342|2618|3127|3944
3054::Roz Hammond::342
3057::Belinda Jarrett::342
3059::Pippa Grandison::342|1455|2384
3060::Jeanie Drynan::342|3410
3061::Ewan McGregor::319|778|1318|1355|1542|1554|1658|2337|2390|2628|3238
3062::Dan Wyllie::342|522|705|2427|3127
3063::Tilda Swinton::506|1312|2304|3150|3285|3293
3064::Peter Mullan::110|319|778|1654|2481|3116
3066::Gabby Millgate::342
3067::Gennie Nevinson::34|342
3068::Matt Day::342|1493
3070::Chris Haywood::342|1357|2173|3811
3071::Ewan Stewart::151|1173|1721|3353
3072::Daniel Lapaine::342|1758|2007|2188|2771|2881
3074::Alan Cooke::3432
3078::David Byrne::2859|2873
3084::Marlon Brando::224|858|880|1104|1208|1945|2573|2640|3549
3085::James Caan::101|451|511|786|858|886|2616|2805|3076|3487|3499|3614|3701|3896
3086::Richard S. Castellano::858
3087::Robert Duvall::191|195|197|371|458|635|802|858|1100|1207|1208|1221|1294|1358|1694|1841|1876|2070|2084|2433|2466|3020|3098|3135|3389|3494|3504|3717|3730
3088::Sterling Hayden::858|1386|2511|2726|3364
3090::Richard Conte::858|966|3292
3091::Al Lettieri::858
3092::Diane Keaton::5|492|830|858|1077|1221|1230|1244|1399|2023|2506|2738|2750|2929|3299|3449|3813|3814
3093::Abe Vigoda::174|505|858|1045|1221|1430|2400|2510|3213
3094::Talia Shire::684|858|1221|1600|1954|2023|2409|2410|2411|2412
3095::Gianni Russo::546|762|858|1221|3173|3669
3096::John Cazale::858|1221|1263|3362|3730
3100::Peter Zinner::1610
3107::Pierre Jalbert::2536
3111::Alexandre Rockwell::583
3122::Sammi Davis::18|2349|3290
3123::Amanda de Cadenet::18|988|1574|2619|2771
3124::Valeria Golino::18|25|249|433|466|849|1961
3125::Madonna::18|156|439|639|1191|1416|2369|2616|3255|3325|3390|3391
3126::Ione Skye::18|1668|1902|2248|2619|3253|3887
3127::Lili Taylor::18|152|305|369|524|535|766|832|874|877|1622|1842|2248|2282|2295|2719|3481
3128::Alicia Witt::18|62|1392|2021|2279|3858
3129::Tim Roth::18|151|268|296|712|1057|1089|1173|1243|1447|1601|1671|2691
3130::Jennifer Beals::18|164|369|583|1098|1756|1836|2240|2942
3131::Antonio Banderas::18|23|163|253|278|469|508|618|713|890|1190|1191|1416|2006|2778|2826|3067|3180
3132::Lana McKissack::18
3133::Patricia Vonne::18|163
3134::Tamlyn Tomita::18|301|1458|1678|2331|2421|3106
3135::Danny Verduzco::18|839
3136::Salma Hayek Pinault::18|70|71|163|269|809|1457|1741|1795|2188|2428|2689|2701|2715|3052|3323|3571
3137::Paul Calderon::18|152|159|296|454|624|884|1589|1785|1912|2307|3056|3184|3272|3442|3915
3138::Kathy Griffin::18|296|784|2709|3544
3140::Marc Lawrence::18|70|2084|3113|3334|3364|3551|3639
3141::Marisa Tomei::18|289|294|371|1038|1510|1670|2302|3308|3895
3142::John Marley::702|858|3873
3143::Rudy Bond::858|1104|1203|1945|2670|3384
3144::Al Martino::858|2023
3145::Simonetta Stefanelli::858|1209|2023
3149::Marilyn Monroe::910|926|2939|3364
3150::Tony Curtis::566|581|910|1083|2160|2270|2728|3180
3151::Jack Lemmon::3|535|734|767|909|910|1083|1095|1390|1411|1581|1837|2397|2522|3035|3076|3386|3450|3465|3507|3516
3152::George Raft::910|952
3155::Pat O'Brien::910
3156::Joe E. Brown::910|952|2981
3160::Nehemiah Persoff::910|1945|2022|2141|2142|2182|3215
3161::Joan Shawlee::909|910|3076
3162::Billy Gray::1253
3163::George E. Stone::910|1928|3549|3678
3168::Barbara Drew::910
3171::Lee Strasberg::1221|3420
3172::Michael V. Gazzo::875|1221|2525
3173::G. D. Spradlin::89|235|1047|1208|1221|2759|3506
3174::Richard Bright::94|514|858|1221|1227|1404|2023|2736|2963|3551|3586|3738
3176::Vic Ramos::3212
3181::Richard Rutowski::1627
3185::Leonard Cohen::1420
3192::Billy Hopkins::294
3193::Scott Martin Gershin::1702|2687
3196::Juliette Lewis::70|147|198|275|288|337|481|521|1343|1410|2423|2506|3834|3896
3197::Tom Sizemore::6|164|198|288|383|544|555|879|2028|2976|3180|3466|3748|3946
3198::Rodney Dangerfield::158|288|1439|2416|3552|3846
3199::Everett Quinton::288|2751
3201::Pruitt Taylor Vince::94|281|288|432|764|1911|2691|2883|3106|3386|3476|3518|3706|3863|3893
3202::Edie McClurg::288|867|1345|1702|2081|2306|2354|2355|2416|2918|3100|3299|3591
3203::Russell Means::48|288|1408|3820
3204::Lanny Flaherty::8|208|288|768|1245|1583|2385|2875
3205::Richard Lineback::288|377|736|852|1687|1798|1822|1978|2447|2875|3511
3206::Kirk Baltz::288|590|1089|1573|1883|3057
3207::Terrylene::288
3208::Maria Pitillo::288|472|555|603|1167|1882|3392
3209::Josh Richman::288|1285|2868
3210::Sean Stone::14|288|1093|1627|3386
3211::Dale Dye::204|288|292|425|637|648|1090|1385|1550|1676|3386|3513
3212::Evan Handler::288|832
3213::Lorraine Farris::288|766
3214::Steven Wright::275|288|313|378|543|1089|2246|2369|2384|2829|3616
3216::Jim Carrane::288
3217::Robert Swan::288|2194|3107|3360|3370|3391
3218::Louis Lombardi::50|288|420|1526|1799|3884
3223::Robert Downey Jr.::41|43|57|288|289|535|1666|1668|1816|1841|2134|2416|2446|2589|2770|3317|3466|3509|3712|3803|3841
3225::Nick Hornby::2962
3226::D.V. DeVincentis::2167
3227::Steve Pink::1171|1500
3228::Scott Rosenberg::3717
3229::Arliss Howard::203|1063|1222|1544|1693|2250|2802|3128
3230::Todd Louiso::150|733|1393|1503|1807|3252|3481
3232::Lisa Bonet::2353|3481|3706
3234::Joan Cusack::102|186|351|410|618|1500|1614|1632|2144|2240|2241|2242|2243|2244|2245|2246|2247|2248|2249|2250|2251|2252|2253|2707|2724|3114|3481|3565
3235::Chris Rehmann::3481
3236::Ben Carr::3481
3237::Joelle Carter::3481
3238::Merian C. Cooper::2366
3239::Ernest B. Schoedsack::2366
3242::Fay Wray::2366|2430
3243::Robert Armstrong::2366|2430|3154
3244::Bruce Cabot::964|2366|3873
3245::Frank Reicher::936|946|2366|2636|2638|2647
3246::Sam Hardy::2366
3247::Noble Johnson::944|960|2366|2633
3261::Steve Clemente::2366
3262::James Flavin::942|947|960|2366|2430|2612|3035|3599|3818
3265::Eli Wallach::618|1113|1201|2023|2472|3141|3536|3806
3266::Joe Mantegna::61|140|237|413|529|742|1352|1430|2023|2356|2375|2478|2849|3078|3613|3876
3267::George Hamilton::1439|1503|2023
3268::Raf Vallone::2023|3808
3269::Franc D'Ambrosio::2023
3270::Natasha Gregson Wagner::386|833|1464|1816|2127|2279|2440|3180|3264|3481
3271::Shannon Stillo::3481
3272::Drake Bell::138|1393|3481
3273::Laura Whyte::3481
3275::Jane Jenkins::2757|3107
3279::Francesca De Sapio::1221
3280::Oreste Baldini::1221
3281::Gastone Moschin::1221|2925
3282::Sara Gilbert::2678|3050|3063|3240|3481
3283::Margaret Travolta::271|339|836|1409|1833|3481
3284::Bruce Springsteen::3481
3288::Chris Weitz::3794|3914
3289::Paul Weitz::3794|3914
3291::Hugh Grant::17|43|148|186|347|357|468|515|537|1003|2671|2805|3094|3618
3292::Nicholas Hoult::1528
3293::Rachel Weisz::781|836|1656|1696|1898|2617|3720
3297::Nicholas Hutchison::43
3303::Russell Barr::2695|3748
3306::Denise Stephenson::1760
3307::Peter Roy::2794|3366
3308::Rosalind Knight::1948|3547
3315::Victoria Smurfit::679|1749|3285
3317::Takeshi Kitano::172|1809
3333::Giuseppe Sillato::1221
3336::Coleen Gray::2726
3337::Vince Edwards::397|2726|3367
3338::Jay C. Flippen::2726|3873
3339::Elisha Cook Jr.::913|1284|2160|2726|3428|3871
3340::Marie Windsor::746|2014|2726
3341::Joe Sawyer::967|2661|2726|2940|3095|3122|3644
3342::James Edwards::1267|1272|2669|2726|3073|3427
3343::Jay Adler::2726|3292
3344::Kola Kwariani::2726
3345::Tito Vuolo::910|2726
3346::Dorothy Adams::927|932|936|942|956|1152|1939|1943|2726|3368
3347::James Griffith::2726
3348::Art Gilmore::904|2136|2726|3475|3930
3349::James B. Harris::1178|2729
3359::Laurence Olivier::928|1941|2728|3204|3539|3551|3668
3360::Joan Fontaine::927|928|1067|2206|3926
3361::George Sanders::362|926|928|929|943|2056|2078|2553|3656
3362::Judith Anderson::928|942|971|1375
3363::Nigel Bruce::928|2206|3559
3364::Reginald Denny::928|952|959|3873
3366::Gladys Cooper::914|928|2049
3367::Florence Bates::928|3606
3368::Leonard Carey::906|928|1936|2186|2206|3207
3369::Lumsden Hare::928|1099|1933|2206
3370::Edward Fielding::928|931|2203|2206
3371::Forrester Harvey::928|1099|2226|2654|3932
3372::Philip Winter::928
3380::Bette Davis::926|959|1341|2091|2110|3229|3546
3381::Glenn Ford::2640|2940|3209
3382::Hope Lange::257|349|1969|2076|3430
3383::Thomas Mitchell::920|944|953|954|967|1283|2847|3870
3391::Kathleen Turner::182|532|566|1583|1857|2111|2405|2406|2469|2555|2917|2987|3556|3685|3912
3392::Michael Douglas::11|225|1049|1092|1625|1892|2405|2406|2689|2895|3015|3020|3101|3317
3402::Line Kruse::3320
3409::Lasse Lunderskov::2360
3413::Victor Rendina::858
3414::Tony Giorgio::858|3682
3415::Jerry Zucker::3760
3416::Demi Moore::27|79|191|225|587|762|783|1405|1586|1701|2146|2254|2256|2257|2259|2260|2261|2262|2263|2264|2265|2266|2267|2268|2269
3417::Tony Goldwyn::14|189|587|1384|1620|1979|1980|2687|2803
3418::Vincent Schiavelli::177|262|587|618|1120|1193|1225|1257|1377|1453|1722|1856|2518|3174|3210|3725
3419::Vivian Bonnell::587
3420::Armelia McQueen::587|3710
3422::Gail Boggs::587|2567|3343
3424::Angelina Estrada::587|847|1194|1557|1973
3425::Augie Blunt::11|587
3426::Derek Thompson::1908
3432::Rick Aviles::208|431|525|587|2023|3521
3433::Phil Leeds::433|587|618|1855|2160|2301|2597|3712
3434::Alma Beltran::587|1152|2050|3551
3442::Mickey Shaughnessy::1944
3460::Gene Wilder::1073|1084|1278|2300|2786|3671|3812
3461::Jack Albertson::1016|1025|1033|1073|2013|2098|2398|3610
3462::Peter Ostrum::1073
3463::Roy Kinnear::1073|2051|2138|2946|3049
3464::Julie Dawn Cole::1073
3467::Leonard Stone::1073|2009|3725
3468::Denise Nickerson::1073
3469::Nora Denney::1073|2100
3470::Paris Themmen::1073
3471::Ursula Reit::1073
3473::Diana Sowle::349|1073
3474::Aubrey Woods::1073
3475::David Battley::1073
3476::Peter Capell::1073|1178
3478::Pat Coombs::1073
3482::Chus Lampreave::617|3067
3483::Antonio de la Torre::2483|3227
3489::Naomi Watts::327|1105|1758|2384
3490::Adrien Brody::483|692|1021|1567|2427|2543|2702|3056|3078
3491::Thomas Kretschmann::302|760|1849|3555
3492::Colin Hanks::3454
3493::Evan Parke::3148|3861
3495::John Sumner::799
3497::Kyle Chandler::707
3507::Claude Jade::2179
3516::Serge Rousseau::1406
3517::Paul Pavel::199|3855
3523::Roger Trapp::911
3524::Marcel Berbert::1131
3536::Marie-France Pisier::3749
3540::Raoul Coutard::1572
3541::David Pittu::1834
3543::Jamie Foreman::1846|2336|3081|3831
3545::Edward Hardwicke::41|191|534|2336|3401
3546::Leanne Rowe::613
3547::Ian McNeice::19|468|504|1453|1658|3446
3548::Timothy Bateson::1967|3053
3549::Andy Linden::2304
3556::Roman Polanski::1174|1252|1329|3075
3559::Robert Benmussa::347
3565::Gillian Hanna::1873
3568::Patrick Godfrey::515|1296|2125|2760|3094
3569::Néstor Almendros::823
3581::Philippe Léotard::73
3591::Dani::1369
3593::Daniel Mesguich::254
3596::Marie Henriau::2276
3599::Charles Bennett::965
3609::Robert Donat::965
3610::Madeleine Carroll::965|2211
3611::Lucie Mannheim::965
3612::Godfrey Tearle::965
3617::Günter Meisner::1073|3204|3215|3230|3372|3920
3625::Ana Fernández::3894
3635::Elizabeth Taylor::355|934|948|971|972|2132|3028|3073|3475|3872
3636::Paul Newman::281|471|971|1234|1276|1304|1791|2180|2474|2497|2524|3068|3467|3468|3537
3639::Madeleine Sherwood::971
3640::Larry Gates::971|1950|2520|2664
3641::Vaughn Taylor::971|1219|2031|2389
3644::Dean Smith::3017|3487|3494|3738
3650::Carlos Lozano::3083
3651::Fernando Guillén::2911|3067|3083
3652::Manuel Morón::3083
3653::José Luis Torrijo::3083
3654::Malena Gutiérrez::3083
3655::Yael Barnatán::3083
3663::Jerry Lewis::2136|3446|3500
3664::Sandra Bernhard::108|206|1191|1853|2170|2838|3399
3665::Shelley Hack::840
3666::Ed Herlihy::2379|2987|3608
3672::Peggy Ashcroft::965|3496
3673::John Laurie::965|1941|2079|2218|3315|3486|3657
3674::Helen Haye::965|2216
3675::Frank Cellier::965
3676::Wylie Watson::965|2207|3315
3677::Peggy Simpson::965|2209
3678::Elizabeth Inglis::965
3679::Frederick Piper::965|2207|2212
3680::Hilda Trevelyan::965
3682::Joserra Cadiñanos::2594
3702::Sebastian Schipper::1183|2692
3703::Ute Lubosch::2692
3704::Julia Lindig::2692
3705::Andreas Petri::2692
3706::Klaus Müller::2692
3707::Utz Krause::2692
3708::Volkhart Buff::2692
3710::Jaimz Woolvett::42|1266|1465
3711::Anna Thomson::130|145|149|353|555|700|766|1119|1266|1716|2347|2369|2543|3101|3501
3712::Saul Rubinek::14|360|402|460|555|1266|2071|2255|2759|3130|3206|3434|3876|3952
3713::Frances Fisher::197|762|776|1266|1312|1582|1721|2108|2561|3240|3717
3714::David Mucci::1266|1753|1987
3715::Anthony James::1266|1341|1950|2091|3869
3717::Julian Ludwig::3367|3559
3720::Rick Roberts::178
3722::Hans Weingartner::215
3727::John Sloss::215
3730::Albert Delpy::389|1365
3731::Marie Pillet::1174|1365|2833
3734::Hanna Schygulla::3044
3735::Dominik Castell::215
3736::Bilge Jeschim::215
3737::Harold Waiglein::215
3738::Haymon Maria Buttinger::215
3739::Kurti::215
3742::Heinrich Schafmeister::811|860|2493
3743::Helmut Buchel::811|860
3744::Hans Peter Reutter::811|860
3745::Heinz Baumeister::811|860
3751::Ralf König::811|860
3752::Zelda Cleaver::971
3753::Giancarlo Giannini::207|1603|2238
3754::Mel Ferrer::3062|3294
3757::Gottfried John::10|729|3378
3764::Raúl Gimenez::873
3776::Jean-Luc Godard::1149|1572|1579|2731|3645
3779::Georges de Beauregard::3645
3783::Brigitte Bardot::775|1572
3784::Michel Piccoli::154|820|1572|2130|2179|3655
3785::Jack Palance::313|432|437|592|1378|1572|3464|3871
3786::Giorgia Moll::1572
3787::Linda Veras::1572
3788::Jorge Guerricaechevarría::2483
3796::Michael Gough::153|412|578|592|1377|1562|1959|2645|2800|3081|3204
3798::Pat Hingle::153|303|487|592|813|1179|1377|1397|1562|1624|1945|2119|2709|3330|3607|3744
3799::Billy Dee Williams::592|1196|1210|1878|3029|3730
3800::Jerry Hall::93|580|592|3802
3801::Tracey Walter::228|508|592|593|813|837|1140|1379|1440|1582|1598|1647|1965|2247|2314|2429|3104|3141|3219|3304|3324|3408
3802::Lee Wallace::592|1135|1964|3384
3803::Edwin Craig::592|2987|3918
3808::Liberto Rabal::1844|3227
3809::Francesca Neri::1844
3810::Javier Bardem::717|1844|3227
3811::José Sancho::1844
3812::Pilar Bardem::717|1844
3813::Álex Angulo::1844|2483
3814::Yael Be::1844
3815::Josep Molins::1844
3816::Daniel Lanchas::1844|3083
3817::María Rosenfeldt::1844
3818::Antonio Henares::1844
3819::Diego de Paz::1844
3822::Ángela Molina::1844
3829::Jean-Paul Belmondo::73|3808
3830::Jean Seberg::136|2520
3833::Van Doude::937
3834::Claude Mansard::2731
3853::Börje Ahlstedt::2068
3854::Lena Nyman::2131
3857::Allan Edwall::2068
3894::Christian Bale::48|261|1040|1224|1417|2084|2106|2337|2577|2622|3535|3744
3895::Michael Caine::1303|1351|2083|2259|2349|2390|2537|2983|3148|3946|3947
3896::Liam Neeson::113|151|282|527|991|1797|1873|2628|2719|2745|2872|3276|3449
3897::Katie Holmes::1635|2026|2580|2806|3317
3899::Ken Watanabe::3819
3900::Linus Roache::299|1683
3902::Sara Stewart::1643
3905::William H. Macy::62|135|280|304|350|529|608|1286|1401|1441|1608|1673|1747|2321|2433|2723|2891|3160|3613|3876
3906::Kristin Rudrüd::608|2321|2718
3907::Harve Presnell::608|813|1006|1413|1573|2431
3908::Tony Denman::569|608|700|2580
3909::Gary Houston::608|1220|2240|2241
3910::Frances McDormand::155|535|608|628|800|887|1112|1245|1394|1507|1919|2266|3317|3683|3897
3911::John Carroll Lynch::94|219|608|697|782|1515|1573|1624|1833|2343|2844|3051|3325|3450
3912::Sally Wingert::608|2966
3913::Phil McCall::1354
3914::Desmond Reilly::1354
3915::Sarah Gudgeon::1354
3916::Finlay Welsh::778|1354
3917::David Gallacher::1354
3918::Ray Jeffries::1238|1354
3919::Owen Kavanagh::1354
3920::Bob Docherty::1354
3921::David Bateson::1354
3926::Albert Finney::211|385|679|1245|1650|1948|2507|3162|3408
3930::Phoebe Nicholls::28|1654|2313|3094
3934::Burghart Klaußner::651|654
3937::Laura Schmidt::407
3947::Frances Dade::2644
3948::Joan Standing::2644
3949::Charles K. Gerrard::2644
3952::Kevin Grevioux::160|367|1599|2770|3564
3967::Kate Beckinsale::497|728|838|1755|1836|2771|3756
3968::Michael Sheen::26|92|2437
3970::Erwin Leder::552|1233
3971::Sophia Myles::3079
3973::Mark Egerton::2919
3974::Miloš Forman::2417|3536
3977::Joe Morton::336|377|476|494|589|800|1456|1772|2320|2827|3269|3271|3420|3449|3700|3798
3978::S. Epatha Merkerson::589|2906|3422|3476
3979::Castulo Guerra::50|66|589
3980::Danny Cooksey::589
3981::Jenette Goldstein::71|329|589|1200|1721|1746|1884|2001|2331|3197|3727
3982::Xander Berkeley::6|25|150|190|589|635|737|886|1179|1342|1608|1653|1668|1693|2199|2268|2348|2639|2807|2982|3385|3571|3624|3684
3993::Dennis Muren::1198
3999::Tom Hulce::33|273|448|783|1225|3421|3526
4000::Elizabeth Berridge::1225|2490|3021
4001::Simon Callow::19|254|357|393|661|1225|1296|2396|2671|2837|3094|3260
4002::Roy Dotrice::191|1225|3270
4003::Christine Ebersole::88|129|374|779|1225|2498|2561|3044
4004::Jeffrey Jones::235|465|1225|1366|1456|1610|1645|2174|2450|2560|2918|3081|3157|3387|3669|3846
4005::Barbara Bryne::1225
4012::Spencer Treat Clark::2707|3578
4024::Steve Reevis::210|458|590|608
4025::Steve Park::608|637|1598|2253|3020|3424
4027::Frank Darabont::2328
4029::Bob Gunton::19|95|318|442|1004|1242|1624|1711|2431|2974|3090|3256|3557|3755
4031::Greg Ellis::3496
4038::Susan Sarandon::36|261|350|375|581|661|1171|1791|2130|2432|2657|2767|3051|3361|3418|3514|3550
4039::Trey Wilson::1394|2247|2852|3361|3763
4040::Robert Wuhl::354|402|424|592|2942|3257|3361|3448|3619
4041::William O'Leary::606|1667|3361
4042::David Neidorf::1090|3360|3361
4043::Danny Gans::3361
4045::Tom Silardi::3361
4046::Lloyd T. Williams::427|597|3361
4047::Rick Marzan::786|2350|3361
4048::George Buck::2796|3342|3361|3706
4049::Garland Bunting::3361
4050::Robert Dickman::2751|3361
4051::Jenny Robertson::1807|2963|3361
4065::Fred Zinnemann::1927
4068::Gary Cooper::897|937|973|976|1283|1925|2981
4069::Katy Jurado::1283|2441
4070::Grace Kelly::904|933|1086|1283
4071::Otto Kruger::1069|1283|2204|3792
4072::Lon Chaney Jr.::1283|2635|2636|2638|2646|2647|2650|2651|2653|2654|3460|3928
4073::Harry Morgan::1007|1283|2016|2032|2038|3469
4074::Ian MacDonald::1283
4075::Eve McVeagh::1247|1283|2367
4076::Morgan Farley::1031|1283|2009|2032|2779
4077::Harry Shannon::923|1248|1283|2636|3604|3642
4078::Lee Van Cleef::1129|1201|1283|2258|2666|3292|3681
4080::Sheb Wooley::239|948|1283|1386|3360|3508
4090::Shirley MacLaine::581|691|909|952|1292|1410|1632|1958|2184|2689|3076|3496|3844
4091::Fred MacMurray::909|1016|2015|2049|2098|2110|3435|3778
4093::Ray Walston::840|909|1234|2088|2498|2751|2941|3210|3271|3691
4094::Jack Kruschen::779|909|1344|2031|2662|3048
4095::David James Lewis::2152|2713
4096::Naomi Stevens::909
4097::Hope Holiday::909|3076
4098::Edie Adams::909|1194
4099::Johnny Seven::909|1945
4103::Alexandre Trauner::937
4110::Humphrey Bogart::912|913|915|969|970|1254|1284|2110|2981|3334
4111::Ingrid Bergman::897|906|912|930|931|2110|2131|2200
4112::Paul Henreid::912|1998
4113::Claude Rains::912|930|940|954|960|962|1204|2654|3932|3936
4114::Sydney Greenstreet::912|913
4116::Madeleine Lebeau::912|1251
4117::Dooley Wilson::912
4118::Joy Page::912
4119::John Qualen::912|951|3095|3365|3801
4120::Leonid Kinskey::912|974|1256|3643|3678|3739
4121::Marcel Dalio::912|915|3134|3207
4122::Helmut Dantine::912|946|1936
4130::Harvey Parry::1228|2726
4133::Giuseppe Andrews::205|2321|2329|2506|2581|2772
4134::Keram Malicki-Sánchez::2329|2888
4135::Robert Redford::140|1082|1234|1304|1396|1727|1959|2269|2819|2870|3074|3098|3100|3194
4137::Richard Friedenberg::3436
4138::Craig Sheffer::33|511|987|1290|1565|3100
4139::Tom Skerritt::1101|1194|1214|1235|1294|1584|1914|1996|2118|2260|2506|3063|3100|3261|3844
4154::Brenda Blethyn::1041|1767|2390|3100|3831
4156::Stephen Shellen::629|3100|3257|3715|3717
4157::Vann Gravage::3100
4158::Susan Traylor::6|45|177|503|1397|1526|1600|2703|3100|3257
4159::Nicole Burdette::1112|3100
4160::Helen Shaver::402|724|1327|1332|2474
4161::Patricia Charbonneau::2485
4162::Audra Lindley::9|503|879
4165::John Wayne::964|1226|3062|3365|3487|3494|3628|3642|3643|3644
4166::Isabelle Carré::715
4169::Dave Chappelle::520|788|829|1552|1753|1857|1878|2424|2504|2860|3596
4171::Stanley DeSantis::141|235|708|782|1342|1457|1673|1875|1883|2273
4173::Anthony Hopkins::14|266|515|518|534|593|660|1044|1331|1339|1615|1693|2006|2313|2340|2676|3181|3260|3623|3802
4174::Claire Forlani::180|733|851|1567|2340|2723|3743
4175::Jeffrey Tambor::75|513|1911|1923|2257|2340|2709|2806|3166|3186|3420|3591
4177::Jake Weber::1758|2340|2598|2803|2812|3555|3863
4184::Ronald L. Schwary::7
4192::David S. Howard::1384|2340|2973|3072
4193::Lois Kelly-Miller::2340
4194::Jahnni St. John::2340
4195::Richard Clarke::1952|2340
4198::Charles "Honi" Coles::1088|2409
4199::Neal Jones::521|1050|1088|1095|1586|1645|1847
4200::"Cousin Brucie" Morrow::1088
4201::Wayne Knight::45|480|673|1088|1092|1566|1703|2687|3044|3114|3386
4202::Miranda Garrison::1088|3500
4203::Garry Goodrow::1088|1558|3584|3588
4204::Antone Pagán::111|1088|1663|3578
4205::Thomas Cannold::1088
4206::Heather Lea Gerdes::1088
4207::Jesus Fuentes::1088
4208::Lincoln Michael Llano::1088
4209::Karen Getz::1088
4210::Andrew Charles Koch::1088
4211::D.A. Pauley::1088|2052
4212::Jennifer Stahl::1088
4213::Dorian Sanchez::1088
4237::Erykah Badu::1772|3148
4239::Yasiin Bey::3057|3943
4243::James 'Kamal' Gray::3943
4244::Lauryn Hill::483|1470|1903|3248
4245::Leonard 'Hub' Hubbard::3943
4250::Michael Lerner::295|399|504|513|518|1082|1440|1453|1703|1882|2036|2084|2128|2356|2498|2568|2733|3313|3529
4251::John Mahoney::11|372|471|474|544|628|804|1395|2248|2294|2761|3072|3370|3914
4252::Tony Shalhoub::252|410|529|994|1580|1653|1658|1806|1810|2295|2334|2433|3175|3614|3853
4253::Jon Polito::212|241|353|471|609|1245|1275|1732|1767|2094|2811|3157|3754
4254::David Warrilow::2750
4255::Richard Portnow::47|274|386|554|885|1395|1476|1667|1705|1839|1884|2248|2756|3247|3328|3448|3466
4256::Christopher Murney::2119|3384
4257::I.M. Hobson::429|471|1339|1440
4273::Charlotte Gainsbourg::613|1174|1437|2576
4274::Miou-Miou::563|641|1117|1782|2480|2742|3473
4275::Alain Chabat::68
4287::Aurélia Petit::1571
4289::Pierre Vaneck::1052
4290::Stéphane Metzger::3822
4293::Yvette Petit::563|1150
4299::Dean Martin::2520|3025
4301::Angie Dickinson::7|444|3901
4302::Walter Brennan::973|1340|2047|3377|3932
4303::Ward Bond::905|913|920|953|955|962|1226|1934|2649|3035|3095|3122|3365
4304::John Russell::954|2401|3508
4305::Pedro Gonzalez Gonzalez::1010|3236
4307::Claude Akins::1944|2531|3367|3469
4316::Harry Carey, Jr.::553|1062|1999|2003|2012|2896|2939|3035|3365|3367|3585
4317::Jake Abraham::2542
4318::Victor McGuire::2542
4319::Stacy Peralta::1297
4323::Darrick Doerner::1796
4330::Gerry Lopez::1587
4342::Leopoldine Konstantin::930
4343::Louis Calhern::930|1256|1933|3364
4344::Reinhold Schünzel::925|930|3377
4347::Frank Sinatra::952|1267|1944|2987|3199|3549|3599|3606|3678
4353::Peter Lawford::749|1936|3062
4355::Cesar Romero::917|950|952|2040|3315
4356::Patrice Wymore::3314
4361::Joey Bishop::1313
4368::Carlos García Cambero::1190|3067|3083
4372::Concha Galán::3894
4384::Joaquín Manchado::2489
4385::Sergio Leone::3089|3681
4390::Ludivine Sagnier::1277
4391::Charles Dance::485|607|991|1320|2442|2735|2758|2989
4394::Mireille Mossé::29|3822
4395::Michel Fau::1277
4421::Anna Magnani::557
4426::Maria Michi::2573
4429::Jim Jarmusch::156|682|1358|1652
4430::Sharon Stone::16|108|303|315|485|540|581|640|726|1092|1779|2290|2294|2310|2381|2829|2916|3162|3458|3710
4431::Jessica Lange::151|271|425|1343|1624|1798|1896|2250|2367|2368|2738|2757|2971|3110|3181|3529
4432::Frances Conroy::138|539|1244|1366|2973|3252
4438::Manny Siverio::20|147
4443::Christopher McDonald::71|103|104|300|445|548|710|840|992|1170|1381|1602|1632|1702|1880|2195|2428|2596|2752|2761|3239|3418|3450|3484|3755|3949
4445::Chris Bauer::1457|1573|1645|1807|2505|3115|3129|3481|3620
4451::Mark Webber::2888|3286|3298|3747
4452::Lisa Marie::235|1391|2631|3081
4453::Thomas Vinterberg::2360
4455::Ulrich Thomsen::2360|3082
4456::Henning Moritzen::2360
4457::Thomas Bo Larsen::2360
4458::Paprika Steen::2360|3320|3569|3910
4459::Birthe Neumann::2360
