1::George Lucas::260|2628|3363
26595::Michael Verhoeven::655
26648::Luis Llosa::315|1499
26713::Chuck Russell::367|786|1970|3857
26714::John R. Leonetti::1681
26760::Tsui Hark::1497|2196|2582
26767::Ringo Lam Ling-Tung::990|2582
26849::Daniel Myrick::2710
26850::Eduardo Sánchez::2710
27002::Wojciech Jerzy Has::2632
27146::Rob Lieberman::1005
27236::Gregg Champion::438
27339::Peter Hall::2778
27436::Costa-Gavras::1667|3370
27444::James Orr::274
27614::Régis Wargnier::2943|3357
27746::Ken Finkleman::2792
27771::Tim Reid::83
27846::John Herzfeld::999
27877::Frans Weisz::1141
27889::Stephan Elliott::345|1793|3238
27977::Leos Carax::2704
27991::Stuart Gordon::220|3018
27992::Brian Yuzna::3013
28169::Paul Flaherty::3387
28239::David Twohy::748|3300
28487::Andy Wilson::1647
28615::Éric Rohmer::807|823|2708
28741::Michael Rymer::1428|2812
28889::Theo van Gogh::889
28898::Michael Radford::58|1770|2117
28902::Gregory Widen::188
28904::Hugh Wilson::830|2378|2496|2828|3715
28976::Jack Bender::1993
29009::Ken Kwapis::87|1453|2733|3399
29321::Terry O. Morse::3059
29324::Francis D. Lyon::3585
29378::Daniel Pyne::3057
29433::Lucio Fulci::3652
29471::Richard Franklin::2902
29482::Stuart Orme::512
29524::Rand Ravich::2827
29571::John S. Robertson::3195
29595::Rouben Mamoulian::941
29646::Charles Jarrott::2041
29648::Dan Curtis::1341
29662::Terence Fisher::2634|2645|2652|3875
29706::Harvey Miller::734
29715::David Swift::1013|1014
29755::Erle C. Kenton::2646|2647|2650
29962::King Vidor::3778|3792
30008::Leo McCarey::932|1160|1256|1937
30021::Jim Mallon::671
30038::Glenn Jordan::2397
30099::Charles Barton::1016|3928
30129::George Waggner::2654
30146::Rowland V. Lee::2649
30149::Mikael Salomon::1752|2045
30165::Mark Sandrich::907|945|1066|3061
30249::Preston Sturges::2935|2937
30252::Albert Lewin::3657
30309::Peter Greenaway::1173|1554|3221|3223|3626
30365::Michael Caton-Jones::151|1687
30422::Jack Smight::2521
30586::Robert Tinnell::56
30715::Terrence Malick::2427|2932|3741
30833::William Beaudine::2957
31024::Betty Thomas::585|1476|1911|3534
31074::Kinji Fukasaku::3066
31120::Robert Adetuyi::3891
31123::Rob Hardy::3291
31211::Clive Barker::177|3917
31310::Jack Hill::716
31439::Bryan Forbes::2346|3612
31493::Alex Cox::1965|2348
31497::John Cromwell::959|961|974
31603::Armando Crispino::3485
31621::Jeff Burr::2461|3663|3664
31654::Chris Smith::3007
32082::Andrzej Żuławski::3621
32134::Charles Vidor::2940|3209
32154::Piers Haggard::2286
32174::John English::3170
32175::William Witney::3170
32176::Franklin Adreon::3170
32277::Geoff Murphy::204|1379|3802
32278::Matt Reeves::612
32327::Ken Russell::2877|3459
32427::W.S. Van Dyke::950
32765::Tony Richardson::425|1948
32767::John Byrum::2928
32813::Dominique Othenin-Girard::1986
32919::Anthony Asquith::1065
33054::Keith Gordon::893
33064::Henry Koster::963|3088|3096
33094::Gary Sherman::1996|2756
33156::James Merendino::2596
33166::René Clair::3532
33254::Jim Gillespie::1644
33279::Danny Cannon::173|2199|2338
33315::Richard Loncraine::41|571
33316::David Nutter::2026
33317::David Leland::1898
33341::Rick Rosenthal::1983
33405::Gillies MacKinnon::536|865|2590
33433::Scott Hicks::1357|3185
33485::Ron Underwood::378|2429|3466
33541::Mark Christopher::1471|2188
33690::Robert F. Hill::3139
33883::Jack Arnold::2656|2661|3930
34262::Bertrand Blier::2742
34264::Marco Ferreri::3655
34402::Edward Bernds::3923
34481::Matt Williams::3565
34517::Trey Parker::2325|2700
34580::Henri Verneuil::3369
34611::Howard Zieff::1135
34651::Peter Baldwin::1439
34682::Jeremiah S. Chechik::640|1441|2153|2423
34692::Craig Bolotin::3050
34721::Larry Bishop::1313
34740::Edmund Goulding::1929
34849::Ted Demme::94|514|2281|2587
34934::Bruce Timm::3213
35052::Tony Bui::2610
35137::Josiane Balasko::68
35155::John Gray::1004
35256::Damiano Damiani::1326
35270::Eric Radomski::3213
35318::Ken Annakin::1017|3062
35452::Corey Yuen Kwai::861|980
35475::Sean S. Cunningham::1974
35689::Keenen Ivory Wayans::387|3785
35796::Craig Mazin::3905
36083::Kevin Allen::1539|3240
36147::Charles T. Kanganis::120
36187::Bob Gosse::1811
36521::Laurent Heynemann::797
36602::Peter Berg::2387
36804::Peter Chelsom::1180|2310|3446
36805::Audrey Wells::2885
37036::Aris Iliopulos::2838
37360::Henry Hathaway::2939|3494
37362::Henry King::3207|3414
37451::Jean-Jacques Beineix::1264
37526::Fernando Trueba::618
37626::Patrice Leconte::1365|2795|3822
37630::Shekhar Kapur::2284|2336
37710::Peter Hyams::9|379|879|2311|2457|3113|3197|3669
37932::F. Gary Gray::69|998|2058
37948::Brad Anderson::2171
38494::Daniel Vigne::1150
38507::Francis Veber::2696
38516::Denys Arcand::178
38527::Robert Lepage::59|2603
39012::Peter Bogdanovich::3152
39104::Abel Ferrara::152|426|439|1114|1785|2892|3272
39819::Wayne Wang::156|194|1678|1829|3051
39853::Val Guest::3648|3659
39996::Sidney Lumet::463|1203|1404|1677|2749|3068|3362|3504|3734|3735|3789
40187::David Lowell Rich::2536
40199::Anthony Mann::1153|1154|3311|3380
40220::Kevin Brodie::2831
40223::Joe Carnahan::2487
40230::Kevin Hooks::809|1869
40242::Max Baer Jr.::3312
40243::Gil Junger::2572
40307::John Maybury::2304
40333::Satoshi Kon::2810
40345::Don Bluth::1688|2123|2139|2141|2876|3745
40439::David Moreton::2626
40549::Daniel Petrie::484|2408|3350
41355::Dimitri Logothetis::3027
41472::Peter O'Fallon::1799
41521::Gérard Mordillat::793
41549::Andrew Fleming::550|724|2759
41550::Andrew Bergman::361|762|3239|3614
41670::Rebecca Miller::130
41720::Jerry Paris::2379|2380
41795::Manny Coto::1750
41887::Michael Polish::2725
42060::Sidney Franklin::3447
42111::Bryan Spicer::181|1445|1703
42113::Zalman King::1796
42171::Jonathan Kaplan::416|2771
42175::Richard Stanley::880
42301::Damian Harris::384
42309::Tibor Takács::2451|2452
42378::Rob Sitch::2618
42617::Antonia Bird::179|299|2560
42974::Troy Byer::2234
42994::David Dobkin::2280
43330::Ventura Pons::3277
43439::Scott Ziehl::2703
43440::Martin Enlen::642
43468::Guy Ferland::217|1651
43513::Graham Baker::3701
43786::Robert Mandel::694|3763
43792::Sidney Hayers::2258
44023::Amos Poe::2631
44056::Fred Dekker::519|3696
44113::Steve Hickner::2394
44130::Paul Lynch::1987
44623::George W. George::3136
44725::Curtis Harrington::3220
44740::Richard Shepard::3056
44763::Edward D. Wood Jr.::2362|3335
44807::James Signorelli::3846
44847::David Anspaugh::182|524|3360
44878::Nathan Juran::3153
44916::Stanley Tong Gwai-Lai::112|876|1429|1731
44931::Chuck Workman::2813
44990::Peter Horton::219
45138::Luc Dardenne::1533|3010
45382::Dirk Shafer::137
45642::Fred Gerber::310
45645::Deran Sarafian::548
45649::Paris Barclay::63
45989::Ted Nicolaou::2994
46076::Tom Dey::3624
46085::Luis Mandoki::381|2497
46230::Nagisa Ōshima::495
46391::Paul Auster::156|2873
46442::Adam Simon::3572
46611::James Clavell::3296
46617::Ida Lupino::3121
46712::Douglas Sirk::3656
46802::George Ratliff::1122
46946::Joseph Bologna::1045
47005::Alan Taylor::1112
47399::Frank Tashlin::3144
47773::Paul Mazursky::664
47820::Benoît Poelvoorde::3266
47893::Gary Nelson::2014|2034
47924::Carl Schenkel::1867
47974::Bob Spiers::1460|1760
48583::Anne Fontaine::2480
48663::Nana Dzhordzhadze::1511
48685::Rolf Silber::825
48965::Anthony Hickox::1849|3919
48980::David McNally::3825
49214::William Dieterle::1933
49361::Bill Bennett::64
49855::Gaël Morel::1724
49903::Tim Hill::2709
50099::Shuki Levy::1495
50302::James Edward Grant::964
50542::Eugenio Martín::3490
50582::Frederik Du Chau::1881
50583::Adam Rifkin::2772
50651::Takao Okawara::3864
50719::Rodman Flender::2606
50949::Alek Keshishian::450|1191
51000::Byron Haskin::2662
51516::Steven Hilliard Stern::2044
51521::Robert Greenwald::3886
51572::Aaron Norris::3768
51575::Leslie Greif::1501
51677::Gordon Douglas::2287
51809::Rod Amateau::2449
51851::Jake Kasdan::1845
51864::Kasi Lemmons::1660
51866::Rick Famuyiwa::2714
51875::Andrew V. McLaglen::3137|3367
51917::Larry Clark::175|2440
51918::Harmony Korine::2964
51950::Robert Bierman::2191
51984::Mimi Leder::1616|1876
52038::Thomas Carter::1432|2106
52044::David Winning::1495
52094::Jerry Jameson::2522|3403
52194::Tony Randel::1322|3918
52218::Perce Pearce::594
52268::David Schmoeller::3660
52325::Allan A. Goldstein::3434
52358::Boaz Yakin::456|1814|3916
52371::J.S. Cardone::2438
52405::Michael Hoffman::43|605|2622|3712
52629::Joseph Ruben::20|2166|3770
52870::Tim Johnson::2294
52968::Russell Mulcahy::533|1275
53177::Brian Robbins::192|2447|3511
53304::Peter Lord::720|3751
53329::David Sproxton::720
53334::Jim Sheridan::475|1185
53345::Rich Wilkes::1121
53387::Heywood Gould::554
53599::Andrew Morahan::405
53767::Roger Vadim::674|775|3343
53861::Susan Seidelman::2369|3392
54025::Karyn Kusama::3915
54050::Mark Waters::1648
54424::Maya Angelou::2434
54441::James Ivory::254|515|1044|1296|2276|3094|3260|3756
54448::Ismail Merchant::1052|3288
54451::Brian G. Hutton::3366|3836
54469::Michael Almereyda::184
54563::J. Todd Anderson::2343
54590::Steve Rash::542|656|2849|2866|3048|3595
54733::Greg Mottola::1484
54767::Mika Kaurismäki::624|682
54795::Troy Duffy::3275
54827::Dave Meyers::2584
54839::Eric Red::1168|1336
54967::Sam Weisman::603|1588|2042|2574
54971::Marc Rocco::280
55038::Philip Haas::85|3580
55116::Joe Chappelle::891|1655
55117::Matthew Bright::1034
55152::Campbell Scott::994|3598
55189::Bruce McDonald::2342
55264::Jerrold Freedman::2743
55299::Mark Herman::1542|2390
55439::Patricia Rozema::49|3079
55476::Nicholas Hytner::272|1366|1821|3594
55668::Jamie Uys::2150|2151
55692::Arnold Laven::3025
55790::Allan Moyle::1268|3477
55916::Gabriele Salvatores::1184
55948::Alan Smithee::611|1853|3389|3464
55983::Jim Henson::1967|2140|3397
56059::Patrick Read Johnson::700
56105::Renée Taylor::1045
56106::Charles Shyer::5|360
56141::Irvin S. Yeaworth Jr.::1334
56146::Gaëtan Brizzi::3159
56147::Paul Brizzi::3159
56155::Stephen Surjik::3254
56201::Peter Sehr::824
56205::Atom Egoyan::233|1719|3055
56209::Jean-Pierre Dardenne::1533|3010
56263::Mary Lambert::2513|2514|3797
56349::Victor Salva::24
56381::James Toback::1816|3509
56435::Stephen Kay::1567|3946
56506::William Dear::1021|1582|3388
56512::Tarsem Singh::3863
56539::Nicole Holofcener::803
56710::Oliver Parker::26
56714::Daisy von Scherler Mayer::187|1878|1919
56739::Peter Chan::2629
56746::Greg Spence::1105|1756
56755::Patricia Birch::1381
56828::Christopher Cain::146|502|870|1378
56852::Tad Stones::1064
56872::Arne Glimcher::257
56891::Rachel Talalay::327|1973
56911::Les Mayfield::277|1702|2860|3243
56929::William Morgan::3759
56953::Gene Quintano::3208
56982::Tom Berry::1328
56983::Rodney Gibbons::1718|1877
56998::Dwight H. Little::169|1382|1422|1985
57073::Ian MacNaughton::2788
57090::Brett Leonard::240|338|1037
57107::Adam Resnick::429
57130::Todd Phillips::3617|3881
57134::James Wong::3409
57138::Tony Bill::2240
57142::Andrew Marton::3062
57154::Lance Hool::2235|3767
57206::Sally Potter::506|1669
57226::Claude Nuridsany::1111
57227::Marie Pérennou::1111
57290::Pino Van Lamsweerde::610
57314::Wolfgang Reitherman::362|616|1023|1025|2078|2085|2090|3034
57359::Neal Israel::3525
57370::Frank Coraci::1777|2335
57383::Paul Brickman::2250|2915
57433::George Ogilvie::3704
57434::Amy Heckerling::39|2794|3210|3616
57579::Don Roos::1885
57594::John Cornell::2471
57630::Peter Cattaneo::1641
57646::Henry Selick::551|661
57691::Tamra Davis::216|1473|1753|3888
57777::Darin Scott::1742
57832::Daniel Lee::2625
57851::Bernard Rose::249|1342|1496
57865::Álex de la Iglesia::2483
57870::Jason Bloom::65
57922::William Peter Blatty::1999
58005::Bharat Nalluri::3563
58021::Tinto Brass::2862
58036::Kirk Wong Chi-Keung::1866
58040::Bruce Malmuth::3029
58059::Chris Koch::3286
58072::John Pasquin::317
58075::Bill L. Norton::3401
58080::Brian Gilbert::331|2437
58094::Gillian Armstrong::261
58137::Chris Noonan::34
58154::Jack Baran::228
58164::Annabel Jankel::546
58165::Rocky Morton::546
58178::David Mirkin::1513
58220::Hugh Hudson::1957|2711|3579
58245::Don Coscarelli::2901|3837|3838|3839
58278::Mark Hanlon::3455
58294::George Armitage::1500
58316::John Fortenberry::174|2296
58338::John Bruno::610|2448
58384::Anthony Waller::2793
58448::Penelope Spheeris::88|419|575|1746|3253|3679|3680
58453::Peter Faiman::2470
58463::Glenn Gordon Caron::270|1593
58498::Dominic Sena::481|3717
58608::Shinya Tsukamoto::1570|1773
58689::Neil LaBute::1594|2165|3893
58712::Steve Miner::75|1975|1976|2107|2148|2473|2713|3269
58728::Andrei Konchalovsky::2344
58822::Danny Steinmann::1978
58838::Marco Brambilla::442|1605
58868::Troy Miller::2392
58922::Craig Rosenberg::1455
59026::Peyton Reed::3882
59248::Mick Davis::3748
59412::Michael Patrick Jann::2718
59438::Mark Joffe::705|1629
59466::Jamie Babbit::3786
59635::Jerry Zaks::1399
59646::Kinka Usher::2723
59649::Michael Pressman::1043|3439
59803::Brenda Chapman::2394
59874::Robert Downey Sr.::1666|3803
59958::Jamie Blanks::2279
59997::Robert Longo::172
60050::Dana Lustig::1561
60243::Rob Schmidt::3900
60261::Stan Winston::3840
60295::John N. Smith::31|1807
60621::Jeff Franklin::2809
60981::Peter Brook::3461
61069::Miguel Arteta::1613|3794
61175::John Whitesell::430
61335::Peter Duncan::1516|2601
61411::Mark Dindal::1489
61677::Burny Mattinson::2048
61678::David Michener::2048
61824::Mick Garris::3709
62020::Jack Sholder::1969|3190|3576
62043::Michael Gottlieb::258
62047::Gary Trousdale::595|783
62048::Kirk Wise::595|783
62410::Sammo Hung Kam-Bo::1858
62556::Fred Walton::1330
62872::Katja von Garnier::2562
63174::Rémy Belvaux::3266
63175::André Bonzel::3266
63550::Tom McLoughlin::1979|3393
63670::Winston Hibler::3345
63709::Craig R. Baxley::3710
63713::Martha Coolidge::201|1297|1581
63937::Albert Pyun::286|1383
63943::Rowdy Herrington::544
63983::Roger Nygard::2693
64030::Kelly Makin::325|663|2805
64045::Kirk Jones::2359
64061::Fred Schepisi::252|538|1425|2758|3211
64077::Robert Leacock::108
64099::Sam Pillsbury::1595
64114::Edward Dmytryk::1068|1069|2896|3126
64151::Mike Mitchell::3146
64170::Fran Rubel Kuzui::3264
64195::Joseph Zito::1977|3766
64219::Daniel Schmid::873
64508::Sidney J. Furie::2643|2815|2816|2818|2983
64722::John Carl Buechler::1980
64735::Rob Hedden::1981
64796::Tom Holland::742|1991|2867|3716
64815::Robert Iscove::2485|3743
64823::Desmond Davis::3233
64864::Clyde Geronimi::1022|1024|1032|2080|2085|2087|2096|3775|3776
64875::Chris Walas::2456
64909::Jean-Marie Poiré::718
64949::Phil Nibbelink::2142|3400
65026::Geoffrey Wright::522
65115::Keith Samples::1632
65134::DJ Pooh::3322
65298::Brian Henson::2083
65310::Kenny Ortega::2052|2084
65314::Giuseppe Tornatore::124|1172|2691
65317::Jake Scott::2893
65390::Scott Kalvert::147
65401::Charlie Peters::1767
65420::Louis Morneau::2974|3474|3573
65429::Kunihiko Yuyama::3054|3799
65452::Mike Leigh::501|1041|1596|3163
65530::Mike Gabriel::48|2089
65531::Eric Goldberg::48|3159
65548::Rick Friedberg::743
65602::Tim Pope::839
65608::Leon Gast::1147
65627::Kris Isacsson::3225
65629::Bibo Bergeron::3483
65678::John Lafia::1992
65688::Jim Drake::2381
65855::Ralph Zondag::3400|3615
65856::Eric Leighton::3615
65859::Christopher Monger::468
65865::Damien O'Donnell::3538
65874::Xavier Koller::2101
66039::Damon Santostefano::2978
66076::Fraser Clarke Heston::808|2120
66121::George Tillman Jr.::1621
66190::Tony Bancroft::1907
66191::Barry Cook::1907
66496::Adrienne Shelly::1558
66548::Paul Weiland::432|1564
66604::Joe Charbanic::3895
66605::Todd Solondz::562|2318
66777::Bob Fosse::2971|3545
66800::Morgan J. Freeman::2678
66987::Fritz Kiersch::2122
67268::Jimmy T. Murakami::610
67373::William Cottrell::594
67411::Stan Dragoti::3591
67426::William Keighley::940
67451::Delbert Mann::1946
67570::Hettie Macdonald::1046
67593::Leslie Megahey::578
67604::Ted Berman::1033|2033
67607::Art Stevens::1033|2090
67750::Liliana Cavani::2074
67753::Mark L. Lester::2458|3708
67756::Michael Austin::580
67794::Gérard Corbiau::242
67834::Floyd Mutrux::3619
67896::Doug McHenry::391|3774
67897::Jeff Kanew::2472
68085::Carl Schultz::2263
68185::Eric Schaeffer::118|1574
68212::Carroll Ballard::986|3347
68215::Reginald Hudlin::122|725|3773
68281::Justin Kerrigan::3581
68319::Robert Harling::1410
68381::Thom Eberhardt::2613
68412::Toshio Masuda::3066
68424::Michael Powell::2488
68457::James Frawley::3396
68682::Boris Sagal::3032
68687::Bill Forsyth::1238
68707::Masayuki Suō::1537
68750::Robert Townsend::1490
68774::Christopher Menaul::167
68928::E. Max Frye::1440
68993::Godfrey Reggio::1289
68994::Ron Fricke::3677
68998::Carlo Rola::643
69003::John Lounsbery::2090
69042::Tim Metcalfe::874
69099::Dan Ireland::1413|2715
69167::Jūzō Itami::3819
69237::Joe Berlinger::1361
69238::Bruce Sinofsky::1361
69300::Gene Saks::878|2736|2870|3507
69315::Luis Puenzo::3816
69331::Ethan Wiley::2149
69353::Stephen Kessler::1461
69488::Nanni Moretti::583
69500::Lou Adler::1194
69537::Hervé Palud::641|1782
69667::Bob Logan::3031|3043
69696::Daniel Algrant::566
69719::Bruno Barreto::630|1759|2307
69721::Farhad Mann::66
69741::David Mickey Evans::881
69801::Alan Metter::2416
70241::Jennifer Warren::560
70250::Newt Arnold::3444
70262::Elliot Silverstein::3873
70298::Mario Camerini::3172
70448::Wolf Rilla::2553
70565::Kurt Neumann::2454|3780|3934
70616::Gerald Potterton::610
70663::Martin Rosen::2138
70707::John Halas::610
70765::John Nicolella::1606
70777::Kevin Rodney Sullivan::2154
70792::David Hogan::737
70835::Jonathan R. Betuel::634|2615
70850::Andrew Sipes::71
70854::Jean Delannoy::1157
71110::John Payson::829
71253::George Dunning::2857
71338::Holly Goldberg Sloan::54
71732::Peter Masterson::2069
71792::George Scribner::709
71825::Reb Braddock::1000
71852::Paul Sabella::610|631
71901::Douglas Aarniokoski::3889
71938::Jan Bucquoy::1075
71947::Gina Prince-Bythewood::3554
71950::Diarmuid Lawrence::838
72005::Christian Vincent::2869
72024::Malcolm D. Lee::2975
72061::Frank Lloyd::1930|1931|3154
72125::Jefery Levy::386
72182::Mark Pavia::1771
72191::Pupi Avati::2156
72197::Ferzan Özpetek::2388
72258::Steve Boyum::1822
72427::Alan Rudolph::369|1733|2267|2507
72450::Bob Saget::2195
72467::Thaddeus O'Sullivan::979
72468::Gerard Stembridge::3862
72619::Stacy Title::627
72624::John Duigan::90|537|1749|1880|2914|3329
72629::Geoff Burton::324
72646::Tomás Gutiérrez Alea::321
72647::Juan Carlos Tabío::321
73256::David Miller::3628|3737
73282::Paddy Breathnach::1910
73494::Desmond Nakano::209
73496::Richard Pearce::635|2741|3110|3713
73499::Bruce McCulloch::2884|2907
73622::Alex Sichel::1509
73838::Steven Baigelman::697
73962::Kristine Peterson::3381
74063::Daniel Taplitz::1520
74297::Hendel Butoy::2089|3159
74298::Francis Glebas::3159
74299::Pixote Hunt::558|3159
74429::Josh Pate::1671
74565::Jack Kinney::596|1024|1029|3611|3759|3775|3776
74590::George Pavlou::2992
74659::Gregory La Cava::947
74671::Robert Hiltzik::3843
75474::Anna Campion::614
75675::Ana Kokkinos::2775
75699::Lisa Cholodenko::1897
76418::Stuart Gillard::3440
76462::Richard Schenkman::984|3887
76705::Preston A. Whitmore II::336
77003::Gavin O'Connor::3118
77076::Michael Corrente::806|2836
77086::Jonas Pate::1671
77104::Charles Sturridge::1654
77121::Randall Miller::1494
77211::Félix Alcalá::1626
77300::Michael Schultz::3014
77305::He Ping::309
77733::Eric Meza::470|2508
77867::Stephen Low::37
77919::Tim McCanlies::1870
77964::Mike Barker::2842
78012::François Girard::549|2686
78021::Lloyd Kaufman::3692|3693|3694|3695
78023::Michael Herz::3693|3694|3695
78029::Martin Lawrence::626
78053::Edwin L. Marin::977|1099
78101::John Byrne::2695
78157::Lindsay Anderson::2285
78188::Whit Stillman::417|1836|1966
78258::C.M. Talkington::600
78391::Jon Reiss::3625
78523::Marek Kanievska::3537
78725::Agnès Merlet::1695
78845::Arthur Lubin::3413|3936
79113::John Tatoulis::2698
79294::Herk Harvey::3627
79656::John Schultz::2888
79726::John D. Hancock::2400
80260::René Laloux::2495|3592
80307::Andy Cadiff::1602
80537::Dave Borthwick::392
80570::Walter Lang::917|2565
80609::Jerry London::2563|3667
81020::Benjamin Ross::117
81116::Eliseo Subiela::2938
81165::Archie Mayo::960
81186::Andrew Solt::2659
81718::Mamoru Hosoda::3945
81727::Darnell Martin::359
81749::Manoel de Oliveira::827|1915
81853::Shigeyasu Yamauchi::3945
81930::Alfred L. Werker::1152
81964::Stijn Coninx::701
81976::Abraham Polonsky::746
82219::Luis Valdez::3478
82286::Marc Levin::2305
82293::Jon Blair::116
82307::Merzak Allouache::1467
82334::Leslie Norman::3878
82389::Norman Z. McLeod::1158
82442::Phillip Rhee::1170
82505::Gordon Hessler::3771
82751::Fred F. Sears::2665
82796::Nikita Mikhalkov::213
82800::Norman Taurog::3600|3602
83284::Dee McLachlan::1538
83313::Melanie Mayron::343
83413::Norman Tokar::1007|2037|2038|2049
83555::Carl Prechezer::1318
83588::Robert Allan Ackerman::375
84165::Michael Dinner::3884
84211::Valerie Breiman::3885
84445::Craig Baldwin::134
84657::Lewis John Carlino::2241|3135
84692::Finn Taylor::1563
84736::Ivan Passer::3212|3731
84896::Sean Mathias::1696
84940::Crane Wilbur::2814
85311::Masanori Hata::2800|2846
85547::Mark Malone::561
85549::Antonio Tibaldi::1890
85925::Hilary Brougher::2578
86004::Joseph H. Lewis::1386|3292
86035::Maria Maggenti::3046
86051::Joshua Logan::982|2941
86203::Bart Freundlich::3620
86293::Robert M. Young::997|2419
86439::Norton Virgien::2354
86557::David Breashears::1797
87033::Julie Davis::1850
87130::Mark A.Z. Dippé::1591
87240::Jerzy Łukaszewicz::1151
87267::Francesco Rosi::3222
87397::Paul Turner::822
87459::Norman Foster::1008
87465::Dein Perry::3944
87521::Morton DaCosta::3548
87565::Savage Steve Holland::1257|2261
87680::Michele Soavi::735
87695::Carlo Carlei::241
87700::H. Bruce Humberstone::3315
87767::Richard Martin::2152
88060::Jeff Pollack::409|1468|2597
88077::Alex Zamm::1679
88096::Michael Miller::3313
88391::Jeremy Podeswa::3795
88458::Robert Ellis Miller::3166
88664::William C. McGann::3642
88820::Jean Rollin::3085
88939::Donald G. Jackson::3117
88967::Greg Berlanti::3914
89226::William Nigh::3058
89373::Martin Davidson::3590
89685::Fletcher Markle::2057
89745::Jean Yarbrough::3460
89814::R. J. Cutler::1123
89914::Elliott Nugent::1159
90037::James Lapine::486
90223::Greg MacGillivray::1797
90225::Stephen Judson::1797
90375::Christy Cabanne::2637
90820::S.F. Brownrigg::2854
91343::Hal Hartley::149|846|1236|1904
91499::Kevin Dowling::324
91565::Åke Sandgren::570
92012::Jennifer Baichwal::2604
92108::L.A. Puopolo::1524
92438::Bruce Pittman::1988
92554::Harry Winer::840
92561::Nick Broomfield::99|1856
92851::Ken Wiederhorn::3041
93133::Christopher Scott Cherot::1903
93301::Jun Falkenstein::3287
93903::Cédric Kahn::2910
93904::Irving Rapper::3229
93906::Robert Z. Leonard::749|1932
93911::Terence Davies::138
93953::George Englund::3236
94155::Stefan Schwartz::1755
94771::Roland West::3151
94787::Joe Camp::3672|3673|3674
94988::Richard Talmadge::3779
94996::Julianna Lavin::467
95024::Bobcat Goldthwait::3544
95293::Busby Berkeley::962
95526::William Asher::3520|3921|3922
95550::Avi Nesher::2684
95653::Steven Kampmann::3138
95760::Erik Skjoldbjærg::1889
95771::Leslie Fenton::3778
95818::Eric Blakeney::3276
95972::Hans Petter Moland::1364
96439::Nanette Burstein::2824
96627::André Téchiné::621|896|1415|2773
96801::Hiroshi Teshigahara::3224
96854::Martha Fiennes::3161
96934::Bo Widerberg::666
96972::Alain Berliner::1734
97205::Kon Ichikawa::3533
97579::Guy Maddin::751
97618::David DeCoteau::3662|3665|3666
97755::Charles Burnett::245
97773::Anne Wheeler::2774
98094::Brett Piper::676
98132::Jim Wynorski::3942
98199::Jerry Schatzberg::2257
98750::Trevor Nunn::892
98939::Sally Mattison::3940
99496::Raymond De Felitta::3951
99593::Jenniphr Goodman::3852
99875::Masami Hata::2800
99916::Herschell Gordon Lewis::3344|3346|3351
100505::Richard W. Munchkin::51
100516::Max Mayer::3828
100616::Tom DeSimone::2878
100629::Bruce Kessler::3603
100793::Reginald Le Borg::2636
101444::Scott McGehee::320
101446::David Siegel::320
101709::Edward Ludwig::3643
101767::Robert Butler::1427|2032|2040|2055
102109::Brett Morgen::2824
102329::María Ripoll::2675
102429::Roger Corman::2666|2747|2780|2782|2783|2784|2785
102445::John Sayles::314|800|1187|1788|2682|3090|3700
102521::Francis Megahy::3523
102634::Katt Shea::2548|3063
102688::Jonathan Winfrey::3574
102709::David Price::2515
102797::Robert Marcarelli::2965
103344::Harold Young::1024|2638
103346::Leslie Goodwins::2635
103511::José Luis Garci::2911
103586::Simon Shore::2607
103910::Felix E. Feist::3314
104178::Radley Metzger::3164
104404::Norberto Barba::692
104507::Steve Gomer::706|1826
105114::Ricky Tognazzi::579
105153::Vicente Aranda::3651
105294::George Mendeluk::3042
105617::Park Cheol-su::652
105752::Benoît Mariage::3407
105802::Doug Pray::1310
106608::Mikel Conrad::2658
106629::David MacDonald::3486
106834::Charles August Nichols::2137
106835::Iwao Takamoto::2137
107065::Arthur Marks::2308
107131::Peter Spirer::1470
107168::Stephen Kijak::1714
107181::Glen Pitre::2466
107274::Richard Rich::313|1033|2033|2559
107414::Philip Saville::2577
107482::Richard W. Haines::3692
107490::Jaco Van Dormael::1117
107730::Trần Anh Hùng::850
107762::Aleksandr Sokurov::1768
107831::Jennie Livingston::1192
108012::Hiroshi Inagaki::3092
108128::Malcolm Leo::2659
108499::Manuel Gómez Pereira::717
108670::John Keitel::3575
108764::Mikhail Kalatozov::3245
108914::Mitchell Leisen::925
109004::Neil Abramson::2386
109095::Oz Scott::3014
109402::Rob Epstein::581
109403::Jeffrey Friedman::581
109452::Jack Donohue::2017
109455::Austen Jewell::2017
109635::Michael Ray Rhodes::1140
109876::Noel Black::3691
110695::Majid Majidi::3456
110726::Joseph Green::3833
110834::John Murlowski::1311|1325
110873::Igor Kovalyov::2354
111247::Alan Cohn::2169
111338::Adam Bernstein::2543
111807::Matthew Warchus::3162
112674::Rolf de Heer::1486
112921::Deborah Brock::3939
112946::Jennifer Leitzes::3184
113102::Tom Moore::3112
113162::Seymour Hicks::2230
113733::Britt Allcroft::3820
113799::Frank Perry::2639
114269::Jack Couffer::3332
114337::George Fitzmaurice::3492
114468::Kevin James Dobson::754
114562::Ray Kellogg::3931|3933
114629::Philippe Mora::2655|2981|3758
114997::Ángel Muñiz::133
115226::Eric Mendelsohn::3319
115362::Gavin Wilding::1636
115891::Chris Hegedus::556
116103::Bill Couturié::619
116370::Matthew Diamond::2538
